user_id,booking_time,total_cancel_bookings,total_bookings,reservation_date,reservation_time,num_guests,is_first_booking,avg_user_cancel_rate,payment_status,user_distance_km,advance_minutes,booking_hour,reservation_hour,is_weekend,is_arrival
user_14,2025-05-08 16:02:28.461270,7,7,2025-05-09,03:20:28,2,1,1.0,CANCELLED_REFUNDED,22.94,678.0,16,3,0,0
user_41,2025-05-08 08:23:28.461270,3,3,2025-05-09,00:43:28,2,1,1.0,PAID_PENDING_USE,18.71,980.0,8,0,0,0
user_3,2025-05-09 14:07:28.461270,2,13,2025-05-09,18:14:28,4,0,0.15384615384615385,CANCELLED_REFUNDED,11.45,247.0,14,18,0,1
user_30,2025-05-07 15:36:28.461270,9,10,2025-05-08,12:54:28,3,0,0.9,CANCELLED_REFUNDED,8.63,1278.0,15,12,0,1
user_77,2025-05-10 14:33:28.461270,8,16,2025-05-11,10:20:28,4,1,0.5,COMPLETED,21.26,1187.0,14,10,1,1
user_77,2025-05-10 05:02:28.461270,5,1,2025-05-10,21:00:28,1,0,5.0,COMPLETED,22.21,958.0,5,21,1,0
user_20,2025-05-07 02:17:28.461270,0,4,2025-05-08,00:05:28,4,1,0.0,PAID_PENDING_USE,24.89,1308.0,2,0,0,1
user_49,2025-05-06 11:23:28.461270,1,16,2025-05-07,09:00:28,4,1,0.0625,PAID_PENDING_USE,12.81,1297.0,11,9,0,1
user_95,2025-05-07 17:27:28.461270,0,8,2025-05-08,02:25:28,6,0,0.0,PAID_PENDING_USE,24.56,538.0,17,2,0,1
user_67,2025-05-08 15:12:28.461270,0,20,2025-05-08,22:54:28,3,0,0.0,COMPLETED,12.04,462.0,15,22,0,1
user_9,2025-05-08 01:10:28.461270,0,14,2025-05-08,06:45:28,4,0,0.0,COMPLETED,8.39,335.0,1,6,0,1
user_17,2025-05-09 14:46:28.461270,6,20,2025-05-09,22:21:28,2,0,0.3,CANCELLED_REFUNDED,23.98,455.0,14,22,0,1
user_94,2025-05-08 11:34:28.461270,1,13,2025-05-08,19:52:28,5,1,0.07692307692307693,CANCELLED_REFUNDED,21.87,498.0,11,19,0,0
user_28,2025-05-09 01:23:28.461270,8,7,2025-05-09,10:04:28,2,0,1.1428571428571428,COMPLETED,27.58,521.0,1,10,0,0
user_70,2025-05-09 06:16:28.461270,7,5,2025-05-09,19:57:28,2,0,1.4,COMPLETED,2.65,821.0,6,19,0,1
user_49,2025-05-07 08:31:28.461270,2,11,2025-05-07,12:49:28,2,0,0.18181818181818182,COMPLETED,7.35,258.0,8,12,0,1
user_92,2025-05-08 19:36:28.461270,9,7,2025-05-09,16:30:28,3,0,1.2857142857142858,COMPLETED,16.38,1254.0,19,16,0,0
user_31,2025-05-09 20:59:28.461270,8,17,2025-05-10,13:07:28,5,1,0.47058823529411764,PAID_PENDING_USE,14.9,968.0,20,13,1,1
user_2,2025-05-07 20:48:28.461270,0,5,2025-05-08,14:41:28,2,1,0.0,CANCELLED_REFUNDED,24.27,1073.0,20,14,0,1
user_64,2025-05-06 16:53:28.461270,6,16,2025-05-07,11:54:28,2,0,0.375,COMPLETED,17.34,1141.0,16,11,0,1
user_66,2025-05-08 18:12:28.461270,2,7,2025-05-09,15:42:28,3,0,0.2857142857142857,CANCELLED_REFUNDED,15.97,1290.0,18,15,0,1
user_14,2025-05-10 00:03:28.461270,7,16,2025-05-10,09:23:28,6,1,0.4375,COMPLETED,24.51,560.0,0,9,1,1
user_43,2025-05-07 11:52:28.461270,9,3,2025-05-08,01:24:28,4,1,3.0,PAID_PENDING_USE,8.35,812.0,11,1,0,0
user_40,2025-05-06 11:38:28.461270,4,8,2025-05-07,11:20:28,6,1,0.5,COMPLETED,27.77,1422.0,11,11,0,1
user_3,2025-05-06 19:14:28.461270,6,11,2025-05-07,05:37:28,4,0,0.5454545454545454,PAID_PENDING_USE,15.77,623.0,19,5,0,1
user_74,2025-05-07 21:17:28.461270,9,7,2025-05-08,08:17:28,6,0,1.2857142857142858,PAID_PENDING_USE,19.46,660.0,21,8,0,1
user_66,2025-05-06 14:12:28.461270,10,18,2025-05-07,06:51:28,5,1,0.5555555555555556,PAID_PENDING_USE,9.13,999.0,14,6,0,1
user_51,2025-05-08 16:53:28.461270,5,17,2025-05-09,07:19:28,5,1,0.29411764705882354,PAID_PENDING_USE,12.77,866.0,16,7,0,1
user_94,2025-05-10 12:11:28.461270,7,16,2025-05-10,14:14:28,3,0,0.4375,PAID_PENDING_USE,15.82,123.0,12,14,1,1
user_35,2025-05-06 14:49:28.461270,7,12,2025-05-07,06:48:28,1,0,0.5833333333333334,COMPLETED,1.45,959.0,14,6,0,0
user_53,2025-05-10 05:48:28.461270,1,16,2025-05-10,22:48:28,6,0,0.0625,COMPLETED,27.48,1020.0,5,22,1,1
user_68,2025-05-06 00:25:28.461270,2,3,2025-05-06,06:48:28,2,0,0.6666666666666666,CANCELLED_REFUNDED,14.29,383.0,0,6,0,0
user_56,2025-05-10 11:09:28.461270,3,4,2025-05-11,08:35:28,1,1,0.75,PAID_PENDING_USE,4.95,1286.0,11,8,1,1
user_87,2025-05-09 16:23:28.461270,1,2,2025-05-10,03:07:28,2,1,0.5,CANCELLED_REFUNDED,22.32,644.0,16,3,1,1
user_11,2025-05-09 05:03:28.461270,10,7,2025-05-09,16:10:28,5,1,1.4285714285714286,COMPLETED,29.98,667.0,5,16,0,0
user_86,2025-05-07 15:22:28.461270,8,13,2025-05-07,17:41:28,4,0,0.6153846153846154,PAID_PENDING_USE,17.43,139.0,15,17,0,1
user_64,2025-05-08 20:32:28.461270,3,12,2025-05-09,03:18:28,1,0,0.25,COMPLETED,6.67,406.0,20,3,0,1
user_52,2025-05-08 03:49:28.461270,7,13,2025-05-08,08:57:28,6,0,0.5384615384615384,CANCELLED_REFUNDED,5.91,308.0,3,8,0,0
user_54,2025-05-06 23:06:28.461270,9,6,2025-05-07,21:12:28,6,0,1.5,CANCELLED_REFUNDED,6.62,1326.0,23,21,0,0
user_33,2025-05-06 23:14:28.461270,0,20,2025-05-07,18:49:28,1,0,0.0,CANCELLED_REFUNDED,17.02,1175.0,23,18,0,1
user_4,2025-05-08 07:51:28.461270,8,1,2025-05-09,00:40:28,3,1,8.0,CANCELLED_REFUNDED,21.0,1009.0,7,0,0,0
user_93,2025-05-07 11:37:28.461270,2,8,2025-05-07,19:47:28,1,0,0.25,COMPLETED,21.0,490.0,11,19,0,1
user_47,2025-05-07 13:28:28.461270,6,2,2025-05-07,20:58:28,1,0,3.0,COMPLETED,19.36,450.0,13,20,0,0
user_27,2025-05-09 06:01:28.461270,6,10,2025-05-10,04:02:28,4,0,0.6,COMPLETED,29.74,1321.0,6,4,1,1
user_43,2025-05-08 04:15:28.461270,4,17,2025-05-08,14:28:28,4,0,0.23529411764705882,COMPLETED,4.57,613.0,4,14,0,1
user_37,2025-05-09 02:59:28.461270,9,14,2025-05-09,23:01:28,6,1,0.6428571428571429,COMPLETED,13.86,1202.0,2,23,0,1
user_41,2025-05-09 20:36:28.461270,0,9,2025-05-10,02:46:28,3,0,0.0,PAID_PENDING_USE,12.36,370.0,20,2,1,1
user_88,2025-05-06 21:54:28.461270,3,17,2025-05-07,04:20:28,3,1,0.17647058823529413,PAID_PENDING_USE,27.36,386.0,21,4,0,1
user_71,2025-05-06 01:08:28.461270,6,2,2025-05-06,09:55:28,6,1,3.0,PAID_PENDING_USE,26.57,527.0,1,9,0,0
user_63,2025-05-07 20:09:28.461270,7,15,2025-05-08,03:06:28,5,1,0.4666666666666667,COMPLETED,4.61,417.0,20,3,0,1
user_91,2025-05-10 03:57:28.461270,4,6,2025-05-10,09:29:28,2,1,0.6666666666666666,PAID_PENDING_USE,14.2,332.0,3,9,1,1
user_24,2025-05-06 12:39:28.461270,9,18,2025-05-06,16:31:28,4,0,0.5,CANCELLED_REFUNDED,6.28,232.0,12,16,0,0
user_35,2025-05-08 18:41:28.461270,10,11,2025-05-08,21:30:28,6,1,0.9090909090909091,COMPLETED,9.19,169.0,18,21,0,0
user_56,2025-05-08 08:46:28.461270,5,4,2025-05-08,12:52:28,6,0,1.25,PAID_PENDING_USE,13.2,246.0,8,12,0,0
user_45,2025-05-09 09:32:28.461270,8,3,2025-05-09,11:38:28,3,1,2.6666666666666665,COMPLETED,8.72,126.0,9,11,0,0
user_77,2025-05-10 08:54:28.461270,3,1,2025-05-10,17:27:28,4,1,3.0,COMPLETED,13.71,513.0,8,17,1,0
user_48,2025-05-07 21:16:28.461270,2,8,2025-05-08,17:20:28,5,1,0.25,CANCELLED_REFUNDED,1.16,1204.0,21,17,0,1
user_22,2025-05-09 18:31:28.461270,7,8,2025-05-10,05:03:28,6,1,0.875,CANCELLED_REFUNDED,0.49,632.0,18,5,1,1
user_22,2025-05-10 04:26:28.461270,8,16,2025-05-10,21:27:28,4,0,0.5,PAID_PENDING_USE,29.07,1021.0,4,21,1,1
user_59,2025-05-07 02:49:28.461270,1,18,2025-05-07,23:00:28,6,1,0.05555555555555555,COMPLETED,27.53,1211.0,2,23,0,1
user_40,2025-05-10 19:04:28.461270,2,7,2025-05-11,03:54:28,1,0,0.2857142857142857,COMPLETED,18.17,530.0,19,3,1,1
user_81,2025-05-06 19:54:28.461270,6,18,2025-05-07,12:14:28,3,1,0.3333333333333333,CANCELLED_REFUNDED,9.09,980.0,19,12,0,1
user_31,2025-05-09 20:02:28.461270,6,9,2025-05-10,18:56:28,6,0,0.6666666666666666,PAID_PENDING_USE,18.13,1374.0,20,18,1,1
user_56,2025-05-08 10:48:28.461270,6,6,2025-05-08,12:29:28,5,0,1.0,PAID_PENDING_USE,15.21,101.0,10,12,0,0
user_8,2025-05-08 15:28:28.461270,4,16,2025-05-09,14:32:28,5,1,0.25,CANCELLED_REFUNDED,25.52,1384.0,15,14,0,1
user_3,2025-05-10 08:14:28.461270,2,18,2025-05-10,16:43:28,4,0,0.1111111111111111,COMPLETED,26.03,509.0,8,16,1,1
user_33,2025-05-06 08:30:28.461270,7,11,2025-05-06,14:37:28,6,1,0.6363636363636364,CANCELLED_REFUNDED,0.59,367.0,8,14,0,1
user_45,2025-05-09 19:42:28.461270,8,14,2025-05-10,01:37:28,1,0,0.5714285714285714,PAID_PENDING_USE,19.49,355.0,19,1,1,1
user_66,2025-05-07 18:38:28.461270,9,13,2025-05-07,21:27:28,2,1,0.6923076923076923,COMPLETED,23.71,169.0,18,21,0,0
user_69,2025-05-06 14:45:28.461270,4,11,2025-05-06,19:25:28,4,0,0.36363636363636365,PAID_PENDING_USE,3.07,280.0,14,19,0,1
user_16,2025-05-08 17:47:28.461270,8,13,2025-05-09,11:58:28,2,0,0.6153846153846154,CANCELLED_REFUNDED,11.45,1091.0,17,11,0,0
user_59,2025-05-09 13:10:28.461270,0,14,2025-05-10,06:07:28,6,0,0.0,CANCELLED_REFUNDED,4.09,1017.0,13,6,1,1
user_41,2025-05-08 01:13:28.461270,9,3,2025-05-09,00:36:28,6,1,3.0,PAID_PENDING_USE,21.93,1403.0,1,0,0,0
user_30,2025-05-10 11:01:28.461270,9,4,2025-05-10,15:54:28,5,0,2.25,CANCELLED_REFUNDED,15.3,293.0,11,15,1,0
user_31,2025-05-06 11:08:28.461270,1,18,2025-05-06,11:53:28,4,0,0.05555555555555555,COMPLETED,3.95,45.0,11,11,0,1
user_70,2025-05-09 04:50:28.461270,8,17,2025-05-09,10:16:28,2,1,0.47058823529411764,CANCELLED_REFUNDED,10.01,326.0,4,10,0,0
user_76,2025-05-07 08:02:28.461270,2,15,2025-05-08,02:15:28,1,0,0.13333333333333333,CANCELLED_REFUNDED,27.65,1093.0,8,2,0,1
user_90,2025-05-10 09:51:28.461270,4,14,2025-05-10,23:54:28,2,1,0.2857142857142857,CANCELLED_REFUNDED,13.51,843.0,9,23,1,1
user_80,2025-05-08 15:21:28.461270,5,15,2025-05-09,13:33:28,2,0,0.3333333333333333,PAID_PENDING_USE,6.9,1332.0,15,13,0,1
user_47,2025-05-08 03:52:28.461270,10,5,2025-05-08,09:25:28,4,1,2.0,CANCELLED_REFUNDED,6.59,333.0,3,9,0,0
user_38,2025-05-07 00:12:28.461270,7,9,2025-05-07,02:43:28,4,1,0.7777777777777778,PAID_PENDING_USE,3.29,151.0,0,2,0,1
user_83,2025-05-08 02:43:28.461270,9,20,2025-05-08,19:25:28,1,1,0.45,COMPLETED,13.89,1002.0,2,19,0,1
user_94,2025-05-07 09:48:28.461270,0,20,2025-05-08,02:21:28,2,1,0.0,COMPLETED,27.19,993.0,9,2,0,1
user_85,2025-05-06 03:44:28.461270,1,1,2025-05-06,10:07:28,5,0,1.0,PAID_PENDING_USE,3.55,383.0,3,10,0,0
user_48,2025-05-09 12:01:28.461270,7,18,2025-05-10,07:38:28,4,1,0.3888888888888889,COMPLETED,8.71,1177.0,12,7,1,1
user_33,2025-05-07 10:01:28.461270,6,19,2025-05-08,06:10:28,5,1,0.3157894736842105,PAID_PENDING_USE,25.9,1209.0,10,6,0,1
user_49,2025-05-09 07:44:28.461270,9,13,2025-05-09,17:59:28,3,0,0.6923076923076923,PAID_PENDING_USE,0.28,615.0,7,17,0,1
user_36,2025-05-09 23:48:28.461270,9,4,2025-05-10,22:09:28,4,1,2.25,CANCELLED_REFUNDED,8.44,1341.0,23,22,1,0
user_24,2025-05-09 09:21:28.461270,5,7,2025-05-10,09:18:28,6,0,0.7142857142857143,COMPLETED,24.15,1437.0,9,9,1,1
user_31,2025-05-09 18:35:28.461270,4,8,2025-05-09,19:35:28,4,1,0.5,PAID_PENDING_USE,11.43,60.0,18,19,0,1
user_68,2025-05-06 18:55:28.461270,10,14,2025-05-07,05:49:28,6,0,0.7142857142857143,PAID_PENDING_USE,27.85,654.0,18,5,0,1
user_19,2025-05-06 05:35:28.461270,10,3,2025-05-07,00:13:28,4,0,3.3333333333333335,CANCELLED_REFUNDED,21.78,1118.0,5,0,0,0
user_7,2025-05-08 10:09:28.461270,2,17,2025-05-08,17:30:28,4,0,0.11764705882352941,COMPLETED,12.9,441.0,10,17,0,1
user_88,2025-05-08 22:14:28.461270,2,7,2025-05-09,16:00:28,2,0,0.2857142857142857,PAID_PENDING_USE,8.41,1066.0,22,16,0,1
user_2,2025-05-09 07:45:28.461270,2,8,2025-05-09,16:29:28,4,1,0.25,CANCELLED_REFUNDED,12.65,524.0,7,16,0,0
user_13,2025-05-06 13:18:28.461270,10,3,2025-05-07,07:59:28,6,0,3.3333333333333335,CANCELLED_REFUNDED,15.14,1121.0,13,7,0,0
user_79,2025-05-10 00:45:28.461270,1,11,2025-05-10,12:00:28,5,1,0.09090909090909091,COMPLETED,5.62,675.0,0,12,1,1
user_12,2025-05-09 08:25:28.461270,8,10,2025-05-09,09:55:28,2,0,0.8,CANCELLED_REFUNDED,23.94,90.0,8,9,0,0
user_38,2025-05-06 03:14:28.461270,5,2,2025-05-07,00:58:28,3,0,2.5,PAID_PENDING_USE,15.95,1304.0,3,0,0,0
user_15,2025-05-07 22:54:28.461270,9,3,2025-05-08,17:39:28,6,1,3.0,PAID_PENDING_USE,10.69,1125.0,22,17,0,0
user_40,2025-05-06 12:48:28.461270,6,17,2025-05-07,07:01:28,2,1,0.35294117647058826,PAID_PENDING_USE,11.24,1093.0,12,7,0,1
user_98,2025-05-06 22:42:28.461270,0,13,2025-05-07,01:36:28,3,0,0.0,COMPLETED,4.57,174.0,22,1,0,1
user_63,2025-05-07 13:19:28.461270,5,6,2025-05-08,09:53:28,5,1,0.8333333333333334,CANCELLED_REFUNDED,22.41,1234.0,13,9,0,0
user_46,2025-05-06 02:15:28.461270,10,20,2025-05-06,08:36:28,4,1,0.5,CANCELLED_REFUNDED,18.88,381.0,2,8,0,1
user_17,2025-05-07 21:15:28.461270,2,1,2025-05-08,16:05:28,4,1,2.0,PAID_PENDING_USE,9.19,1130.0,21,16,0,0
user_61,2025-05-09 13:53:28.461270,2,20,2025-05-10,03:48:28,6,1,0.1,COMPLETED,13.76,835.0,13,3,1,1
user_7,2025-05-09 04:13:28.461270,10,2,2025-05-09,16:32:28,3,0,5.0,PAID_PENDING_USE,25.17,739.0,4,16,0,0
user_80,2025-05-06 17:36:28.461270,3,12,2025-05-07,01:02:28,4,0,0.25,COMPLETED,23.55,446.0,17,1,0,0
user_69,2025-05-08 17:50:28.461270,9,6,2025-05-09,06:27:28,2,1,1.5,PAID_PENDING_USE,26.4,757.0,17,6,0,0
user_22,2025-05-10 18:29:28.461270,8,20,2025-05-11,14:00:28,3,1,0.4,COMPLETED,25.21,1171.0,18,14,1,1
user_75,2025-05-08 18:15:28.461270,8,19,2025-05-09,13:15:28,6,0,0.42105263157894735,PAID_PENDING_USE,24.32,1140.0,18,13,0,1
user_53,2025-05-06 16:02:28.461270,4,15,2025-05-07,09:09:28,2,1,0.26666666666666666,CANCELLED_REFUNDED,6.35,1027.0,16,9,0,1
user_67,2025-05-09 04:12:28.461270,10,10,2025-05-09,14:45:28,1,1,1.0,COMPLETED,8.45,633.0,4,14,0,0
user_87,2025-05-09 05:34:28.461270,2,6,2025-05-10,01:54:28,3,0,0.3333333333333333,PAID_PENDING_USE,13.92,1220.0,5,1,1,1
user_100,2025-05-06 18:16:28.461270,5,4,2025-05-07,09:32:28,6,1,1.25,PAID_PENDING_USE,14.81,916.0,18,9,0,0
user_33,2025-05-06 08:39:28.461270,4,17,2025-05-06,21:42:28,2,1,0.23529411764705882,COMPLETED,4.99,783.0,8,21,0,1
user_97,2025-05-07 11:33:28.461270,6,14,2025-05-08,10:38:28,6,0,0.42857142857142855,PAID_PENDING_USE,22.12,1385.0,11,10,0,1
user_68,2025-05-10 05:19:28.461270,5,20,2025-05-10,15:23:28,4,0,0.25,COMPLETED,22.88,604.0,5,15,1,1
